47,-2906.49,-15921.23,-15045.75,-1704.1,-15525.63,-11725.92
47.25,-1747.45,-16873.64,-13447.85,-3401.14,-14975.84,-13109.03
47.5,-2961.73,-14306.48,-13397.79,-2997.7,-14914.81,-13988.38
47.75,-3428.67,-16798.8,-15349.12,-3046.75,-14889.79,-12500.61
48,-2450.36,-15724.47,-13204.66,-3849.73,-15112.64,-11773.49
48.25,-2591.2,-15294.42,-10855.12,-1838.68,-16796.16,-12152.6
48.5,-3620.79,-15196.61,-13281.47,-4087.55,-16685.17,-15464.32
48.75,-2799.26,-17132.98,-12458.42,-3744.64,-15528.09,-13555.32
49,-2464.25,-14433.39,-12439.58,-3646.22,-14777.56,-14502.72
49.25,-2321.39,-16432.2,-12584.46,-4662.31,-16052.46,-13678.78
49.5,-4586.51,-15103.88,-13028.85,-3715.38,-15948.13,-13292.69
49.75,-2776.87,-15780.61,-12079.45,-3182.29,-14480.39,-14870.51
50,-4265.75,-14292.8,-13968.51,-3105.49,-14317.2,-14588.3
50.25,-3242.33,-16748.83,-14765.76,-3239.54,-16324.22,-14474.17
50.5,-4449.83,-14162.57,-14089.95,-2816.59,-14511.75,-14136.99
50.75,-4479.88,-18193.44,-13590.46,-2958.78,-15440.14,-13769.42
51,-4500.66,-14577.23,-14460.07,-4254.68,-16314,-14058.86
51.25,-4812.78,-16353.18,-14058,-3887.87,-15207.82,-12498.41
51.5,-5114.65,-16005.91,-13055.54,-4999.07,-15536.95,-13969.32
51.75,-4418.82,-16210.62,-13769.61,-3966.28,-15655.25,-13345.11
52,-4301.98,-17232.18,-12454.4,-3823.63,-15350.85,-13870.33
52.25,-4059.44,-16443.09,-14459.67,-3304.18,-16111.86,-13080.41
52.5,-4424.28,-16036.05,-13419.9,-3252.06,-15693.4,-12726.56
52.75,-3657.79,-15197.09,-11888.61,-5712.82,-14505.32,-14925.58
53,-4967.93,-14418.25,-13709.03,-4490.02,-16355.35,-11853.97
53.25,-5155,-17438.76,-11772.07,-5445.14,-15469.23,-13450.89
53.5,-4857.77,-15928.9,-12222.73,-2986.1,-14120.32,-12201.95
53.75,-3221.46,-13751.41,-13766.18,-3538.84,-14764.54,-13525.67
54,-4181.43,-16867.39,-12062.07,-4702.7,-18203.36,-11857.9
54.25,-3243.1,-16187.98,-13322.51,-6044.25,-14435.54,-12310.6
54.5,-4577.46,-17305.02,-14130.49,-2753.88,-15814.4,-12211.76
54.75,-3430.04,-16334.21,-13404.75,-4138.52,-15117.56,-15326.73
55,-4977.85,-15682.44,-13922.73,-4464.74,-14684.09,-10798.36
55.25,-3921.12,-15754.7,-11899.6,-6073.56,-15477.26,-11828.66
55.5,-4612.62,-15293.25,-14017.67,-4870.76,-15195.63,-13951.53
55.75,-5603.18,-16531.31,-14906.98,-4400.15,-16424.18,-12806.16
56,-4928.63,-14372.07,-13187.2,-5184.74,-15353.45,-13343.29
56.25,-4853.07,-16913.9,-14700.67,-4883.22,-14872.57,-13411.37
56.5,-4904.41,-16474.69,-13704.38,-5558.7,-14444.74,-12684.64
56.75,-5208.16,-16334.58,-14864.33,-3266.35,-15878.52,-13788.85
57,-2299.59,-15008.79,-11807.34,-4958.25,-15958.84,-13532.14
57.25,-4696.08,-14732.61,-11104.51,-3953.84,-16005.38,-13989.96
57.5,-4713.28,-15106.64,-14435.15,-6358.91,-16990.98,-11807.23
57.75,-5630.01,-16853.09,-11210.32,-4818.21,-14901.06,-12204.34
58,-3927.84,-14807,-12380.19,-5389.07,-14746.5,-12398.1
58.25,-5076.3,-16215.38,-12475.93,-5390.67,-14781.33,-13811.24
58.5,-4679.91,-16784.89,-14172.94,-5168.29,-13920.16,-12642.47
58.75,-4170.92,-14007.65,-13452.72,-5808.11,-16205.59,-12582.09
59,-4988.76,-15957.63,-12157.51,-2731.94,-16295.81,-13257.93
59.25,-4046.03,-16618.44,-11687.19,-4153.67,-16771.94,-12673.18
59.5,-5472.52,-15487.65,-12314.79,-6213.15,-14343.19,-10717.23
59.75,-6674.78,-16189.65,-13004.62,-3937.9,-14191.75,-13661.64
60,-4165.68,-16957.06,-12774.02,-4496.8,-15381.07,-12199.34
60.25,-4963.22,-15666.86,-11823.48,-4234.59,-14903.84,-13870.33
60.5,-6599.61,-15203.84,-12347.12,-4893.61,-14190.59,-11536.68
60.75,-6359.51,-15940.79,-13893.27,-5815.59,-15421.72,-12062.84
61,-4785.87,-15562.07,-9939.06,-5318.56,-14895.44,-12321.26
61.25,-3088.3,-16378.35,-11948.21,-7077.81,-17179.95,-13540.1
61.5,-5426.18,-15141.77,-12620.28,-3767.88,-17069.57,-14114.91
61.75,-5082.38,-15610,-12405.22,-4866.15,-16405.87,-12601.56
62,-6239.07,-16508.46,-11863.63,-5514.33,-15656.32,-12886.49
62.25,-6363.6,-16444.74,-12124,-5230.66,-15458.52,-13147.71
62.5,-4423.42,-15887.42,-12657.86,-5662.43,-14698.27,-13395.45
62.75,-3599.78,-15240.57,-12944.76,-5487.21,-15953.69,-12102.2
63,-4495.28,-16074.33,-11520.5,-3234.52,-15919.76,-11957.61
63.25,-5899.34,-15069.08,-13794.43,-6443.66,-16315.42,-11143.4
63.5,-5290.38,-15484.21,-11767.93,-5140.03,-15948.98,-12644.73
63.75,-5861.37,-14996.66,-10695.83,-6080.62,-16738.79,-11965.73
64,-7210.94,-13698.55,-13531.54,-6224.77,-16399.55,-13738.86
64.25,-5321.61,-16945.78,-10920.19,-5679.25,-15599.53,-13552.07
64.5,-5819.85,-16244.31,-13677.89,-5571.99,-15597.75,-12696.87
64.75,-5003.31,-16317.42,-11710.85,-4149.6,-15221.9,-11387.92
65,-5766.72,-15355.53,-13585.31,-6187.15,-16629.07,-12906.25
65.25,-4909.17,-17123.01,-10947.28,-4645.02,-13916.12,-12298.61
65.5,-5100.36,-14329.17,-12292.11,-5774.88,-16549.91,-12874.86
65.75,-4801.97,-15799.83,-12251.86,-6961.64,-15663.51,-10512.82
66,-4854.32,-14899.92,-12403.83,-7324.16,-18184.42,-11691.16
66.25,-6621.12,-15413.02,-11606.91,-5041.91,-14819.52,-11157.41
66.5,-5952.69,-14986.12,-10470.89,-8645.19,-17105.68,-11275.17
66.75,-6126.49,-16927.86,-11910.59,-5504.91,-13560.35,-12766.33
67,-5208.82,-17550.41,-13006.92,-6767.2,-14520.28,-12204.85
67.25,-6238.99,-16896.67,-11624.63,-7531.76,-14758.33,-12063.98
67.5,-5833.7,-17227.21,-14627.59,-5511.4,-18003.23,-12319.9
67.75,-5867.94,-15848.43,-12230.33,-6470.85,-16032.6,-12518.06
68,-5049.69,-16389.57,-13412.27,-7115.97,-17248.26,-11247.99
68.25,-6566.91,-16346.25,-12922.49,-6363.1,-16685.26,-11310.93
68.5,-6321.53,-14982.5,-12741.16,-6155.71,-15225.73,-10590
68.75,-4940.96,-14494.89,-12292.37,-6606.42,-15625.37,-13343.78
69,-4980.15,-17252.47,-11881.12,-6124.56,-15883.63,-10574.01
69.25,-5321.83,-15831.86,-11139.41,-5704.15,-15660.83,-11677.84
69.5,-6451.13,-15754.45,-12939.81,-7979.01,-16737.8,-12846.94
69.75,-5130.02,-16290.59,-11155.46,-5232.03,-16369.33,-13075.57
70,-6458.18,-17115.67,-10918.87,-5567.09,-15942.05,-10140.76
70.25,-5848.76,-14777.21,-12633.48,-6509.59,-16567.52,-13780.67
70.5,-6661.78,-16635,-12316.81,-6551.85,-14683.92,-12740.29
70.75,-6828.01,-14225.32,-12379.44,-6013.47,-14481.39,-12383.77
71,-4624.59,-16106.6,-11221.22,-7602.68,-15934.39,-11279.14
71.25,-6881.22,-17063.05,-11888.75,-6053.23,-17499.39,-13424.72
71.5,-5120.65,-15345.5,-11975.69,-5745.78,-15164.39,-11641.84
71.75,-5068.54,-15448.22,-14105.23,-6637.47,-15352.4,-12646.39
72,-7369.73,-14545.18,-11178.75,-6788.96,-17006.61,-10224.12
72.25,-5644.3,-16139.01,-13298.54,-5387.83,-14265.53,-12517.55
72.5,-6096.12,-15251.03,-14350.26,-5853.83,-15767.27,-12341.11
72.75,-4429.34,-15447.12,-10273.46,-4547.66,-15930.38,-13322.76
73,-5328.91,-15835.33,-11925.76,-4356.56,-15325.13,-12500.28
73.25,-4383.43,-15556.1,-11747.04,-6851.4,-15233.69,-14608.98
73.5,-6630.05,-15525.12,-12491.05,-7933.09,-15304.08,-13081.28
73.75,-6818.8,-15806.51,-12522.8,-5533.09,-16674.73,-10636.38
74,-7054.11,-16245.73,-12740.41,-7223.02,-15100.81,-13209.25
74.25,-4816.02,-17175.76,-12621.59,-5661.37,-14885.93,-10203.46
74.5,-6138.91,-16265.02,-13195.97,-6491.51,-15292.29,-11475.03
74.75,-4679.94,-13601.53,-11412.67,-5404.79,-15124.02,-12053.18
75,-8854.83,-16348.85,-13945.97,-7142.74,-15442.03,-12029.11
75.25,-5266.94,-19044.81,-10912.73,-8095.34,-13805.3,-11778.82
75.5,-6642.46,-14624.3,-13021.37,-8170.13,-15189.31,-9317.06
75.75,-5739.86,-15426.08,-11262.89,-6986.33,-16161.65,-11589.11
76,-4315.79,-17703.09,-11345.3,-6384.45,-17059.05,-11424.75
76.25,-6527.01,-16765.8,-11794.33,-8016.85,-16826.51,-11487.2
76.5,-6227.23,-17062.9,-13674.86,-7378.34,-16976.24,-11200.97
76.75,-6015.99,-16268.51,-13104.87,-7079.2,-16019.19,-11729.67
77,-7022.47,-16854.01,-8691.81,-6715.16,-15533.18,-11644.23
77.25,-5473.93,-15897.05,-11405.42,-5243.97,-17631.99,-11756.93
77.5,-7564.14,-16124.63,-11727.99,-7227.89,-15260.13,-12352.32
77.75,-7831.58,-14200.29,-10220.44,-5735.45,-13429.01,-9707.71
78,-7412.82,-15152.39,-11023.49,-6928.22,-14700.22,-10567.78
78.25,-5833.34,-17158.5,-11119.38,-8242.61,-16390.02,-12039.93
78.5,-6882.6,-16665.67,-9723.46,-8127.2,-15593.91,-10853.02
78.75,-7494.82,-15660.1,-11445.32,-8670.78,-16154.66,-9508.95
79,-8033.37,-17457.86,-11435.11,-7551.26,-14307.09,-12024.31
79.25,-8624.13,-15615.69,-12036.34,-9094.82,-15431.33,-11614.08
79.5,-7078.39,-17055.7,-10761.14,-7162.72,-15299.13,-12666.93
79.75,-5107.63,-16489.82,-11435.98,-7883.45,-18635.63,-8819.69
80,-7057.35,-17078.79,-11501.86,-7535.41,-15713.06,-12266.96
80.25,-7807.28,-16694.93,-12554.71,-8102.06,-16161.53,-10383.94
80.5,-8993.57,-15365.93,-9776.03,-7791.63,-15532.27,-11650.06
80.75,-9831.78,-15722.81,-12401.11,-7919.01,-17341.86,-11364.76
81,-6633.91,-17140.1,-11637.42,-7752.06,-15344.97,-10910.02
81.25,-7542.8,-15795.92,-12013.59,-6892.11,-16993.51,-10786.45
81.5,-7675.44,-16112.09,-10508.13,-7253.75,-16526.28,-11245.69
81.75,-7052.74,-15737.48,-11913.15,-8243.39,-15119.89,-11757.48
82,-7086.56,-17999.92,-11233.12,-5861.2,-16438.38,-11420.03
82.25,-6530.38,-14773.18,-11196,-6114.59,-16130.71,-12650.57
82.5,-7700.73,-15799.17,-11169.34,-7401.63,-16115.43,-10727.78
82.75,-7529.48,-18203.21,-11442.56,-7977.33,-15387.83,-11808.75
83,-9227.29,-16713.41,-11241.44,-5732.82,-15801.82,-10992.88
83.25,-6817.32,-14710.87,-9019.03,-7849.6,-17920.3,-11328.82
83.5,-7704.09,-16470.63,-13003.2,-8976.75,-16464.24,-12251.89
83.75,-6002.63,-14636.04,-9756.54,-6705.04,-15064.73,-9803.02
84,-9237.45,-13913.35,-11445.67,-8302.11,-16122.81,-11079.13
84.25,-7979.73,-15797.66,-12755.13,-7805.48,-14985.38,-11533.87
84.5,-7324.54,-16723.09,-11847.68,-7865.95,-14523.96,-11233.15
84.75,-6819.28,-16617.79,-11208.21,-8977.2,-15812.89,-9789.14
85,-8264.93,-14982.96,-11261.66,-6402.33,-16528.71,-10195.65
85.25,-8631.7,-16863.66,-11299.5,-6766.3,-16051.94,-11550.11
85.5,-7549.11,-17705.75,-11176.62,-7202.18,-14494.81,-11107.29
85.75,-7990.63,-15515.93,-10637.62,-5956.19,-16587.02,-9126.03
86,-7666.15,-15270.4,-11110.81,-8028.82,-17049.24,-12847.26
86.25,-7417.75,-15958.44,-9378.86,-7448.53,-16851.07,-10649.33
86.5,-6135.8,-16531.86,-12188.22,-7673.51,-17418.93,-10612.74
86.75,-8814.81,-17371.34,-11340.65,-7516.37,-15807.12,-11473.14
87,-9744.79,-15676.93,-10288.04,-6876.73,-14468.08,-9959.68
87.25,-6140.7,-18253.31,-12942.47,-9273.58,-17606.57,-10220.09
87.5,-6322.56,-16797.66,-10840.27,-7072.72,-16357.24,-11314.99
87.75,-9113.36,-15728.26,-10433.64,-9590.15,-16895.89,-10546.5
88,-8055.42,-16321.39,-10491.35,-8401.08,-15935.87,-11255.42
88.25,-7645.09,-15539.66,-10729.55,-7063.24,-18492.72,-9985.86
88.5,-7403.82,-15975.41,-11242.59,-6943.27,-13319.45,-10484.11
88.75,-6874.18,-16605.62,-12686.03,-7658.54,-16583.32,-10572.52
89,-8092.45,-17507.22,-10652.99,-7690.81,-16616.34,-10289.9
89.25,-7484.08,-18219.65,-11156.24,-9685.08,-15568.42,-10303.38
89.5,-8607.1,-17256.05,-9382.01,-9240.41,-16559.74,-9768.7
89.75,-8603.59,-14406.21,-11353.53,-8164.04,-17417.66,-10034.78
90,-8724.77,-17205.3,-11903.37,-8478.1,-16198.61,-9809.73
90.25,-8970.23,-17327.9,-10323.57,-8649.48,-15197.05,-10773.88
